Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[388]    0.0    0.00    0.00     371         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::max_size() const [388]
-----------------------------------------------
                0.00    0.00       2/371         void std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >*, std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>&&, std::tuple<>&&) [221]
                0.00    0.00     369/371         void std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::_M_construct_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Pattern> >(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >*, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Pattern>&&) [116]
[389]    0.0    0.00    0.00     371         std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >::_Rb_tree_node() [389]
                0.00    0.00     371/371         std::_Rb_tree_node_base::_Rb_tree_node_base() [394]
                0.00    0.00     371/371         __gnu_cxx::__aligned_membuf<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >::__aligned_membuf() [387]
-----------------------------------------------
                0.00    0.00     371/371         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::_M_put_node(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >*) [397]
[390]    0.0    0.00    0.00     371         std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >&, std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >*, unsigned long) [390]
                0.00    0.00     371/371         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::deallocate(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >*, unsigned long) [384]
-----------------------------------------------
                0.00    0.00     371/371         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >*) [207]
[391]    0.0    0.00    0.00     371         void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > > >::destroy<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >(std::allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >&, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>*) [391]
                0.00    0.00     371/371         void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::destroy<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>*) [385]
-----------------------------------------------
                0.00    0.00     371/371         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::_M_get_node() [396]
[392]    0.0    0.00    0.00     371         std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >&, unsigned long) [392]
                0.00    0.00     371/371         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::allocate(unsigned long, void const*) [386]
-----------------------------------------------
                0.00    0.00     371/371         Game::playTerminal() [43]
[393]    0.0    0.00    0.00     371         std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >::operator++() [393]
-----------------------------------------------
                0.00    0.00     371/371         std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >::_Rb_tree_node() [389]
[394]    0.0    0.00    0.00     371         std::_Rb_tree_node_base::_Rb_tree_node_base() [394]
-----------------------------------------------
                0.00    0.00     371/371         void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::destroy<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>*) [385]
[395]    0.0    0.00    0.00     371         std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>::~pair() [395]
                0.00    0.00     371/587189      Pattern::~Pattern() [236]
-----------------------------------------------
                0.00    0.00       2/371         std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >* std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>&&, std::tuple<>&&) [220]
                0.00    0.00     369/371         std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >* std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::_M_create_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Pattern> >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Pattern>&&) [115]
[396]    0.0    0.00    0.00     371         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::_M_get_node() [396]
                0.00    0.00     371/1484        std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::_M_get_Node_allocator() [351]
                0.00    0.00     371/371         std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >&, unsigned long) [392]
-----------------------------------------------
                0.00    0.00     371/371         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::_M_drop_node(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >*) [124]
[397]    0.0    0.00    0.00     371         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::_M_put_node(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >*) [397]
                0.00    0.00     371/1484        std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::_M_get_Node_allocator() [351]
                0.00    0.00     371/371         std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >&, std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >*, unsigned long) [390]
-----------------------------------------------
                0.00    0.00     369/369         Game::initPatternsMap() [106]
[398]    0.0    0.00    0.00     369         std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Pattern>::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, Pattern&, void>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, Pattern&) [398]
                0.00    0.00     369/369         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&) [405]
                0.00    0.00     369/369         Pattern& std::forward<Pattern&>(std::remove_reference<Pattern&>::type&) [404]
                0.00    0.00     369/136416      Pattern::Pattern(Pattern const&) [253]
-----------------------------------------------
                0.00    0.00     369/369         Game::initPatternsMap() [106]
[399]    0.0    0.00    0.00     369         std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Pattern>::~pair() [399]
                0.00    0.00     369/587189      Pattern::~Pattern() [236]
-----------------------------------------------
                0.00    0.00     369/369         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [187]
[400]    0.0    0.00    0.00     369         std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >*&, std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >*&, void>(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >*&, std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >*&) [400]
                0.00    0.00     738/738         std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >*& std::forward<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >*&>(std::remove_reference<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >*&>::type&) [358]
-----------------------------------------------
                0.00    0.00     369/369         std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::_M_insert_unique<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Pattern> >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Pattern>&&) [108]
[401]    0.0    0.00    0.00     369         std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, bool>::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, bool, void>(std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >&&, bool&&) [401]
                0.00    0.00     369/369         std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >&& std::forward<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >(std::remove_reference<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::type&) [406]
                0.00    0.00     369/369         bool&& std::forward<bool>(std::remove_reference<bool>::type&) [407]
-----------------------------------------------
                0.00    0.00     369/369         std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::_M_insert_unique<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Pattern> >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Pattern>&&) [108]
[402]    0.0    0.00    0.00     369         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::_Alloc_node::_Alloc_node(std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >&) [402]
-----------------------------------------------
                0.00    0.00     369/369         std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Pattern, void>(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Pattern>&&) [203]
[403]    0.0    0.00    0.00     369         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type&) [403]
-----------------------------------------------
                0.00    0.00     369/369         std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Pattern>::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, Pattern&, void>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, Pattern&) [398]
[404]    0.0    0.00    0.00     369         Pattern& std::forward<Pattern&>(std::remove_reference<Pattern&>::type&) [404]
-----------------------------------------------
                0.00    0.00     369/369         std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Pattern>::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, Pattern&, void>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, Pattern&) [398]
[405]    0.0    0.00    0.00     369         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&) [405]
-----------------------------------------------
                0.00    0.00     369/369         std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, bool>::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, bool, void>(std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >&&, bool&&) [401]
[406]    0.0    0.00    0.00     369         std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >&& std::forward<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >(std::remove_reference<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::type&) [406]
-----------------------------------------------
                0.00    0.00     369/369         std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, bool>::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, bool, void>(std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >&&, bool&&) [401]
[407]    0.0    0.00    0.00     369         bool&& std::forward<bool>(std::remove_reference<bool>::type&) [407]
-----------------------------------------------
                0.00    0.00      68/350         Game::checkdoubleThree(unsigned long long*, int const&, int const&, unsigned long long const&) [121]
                0.00    0.00     282/350         Game::checkdoubleInList(std::__cxx11::list<freeThree, std::allocator<freeThree> >&) [125]
[408]    0.0    0.00    0.00     350         std::_List_iterator<freeThree>::operator->() const [408]
                0.00    0.00     350/350         freeThree* std::__addressof<freeThree>(freeThree&) [409]
-----------------------------------------------
                0.00    0.00     350/350         std::_List_iterator<freeThree>::operator->() const [408]
[409]    0.0    0.00    0.00     350         freeThree* std::__addressof<freeThree>(freeThree&) [409]
-----------------------------------------------
                0.00    0.00     336/336         Game::checkdoubleInList(std::__cxx11::list<freeThree, std::allocator<freeThree> >&) [125]
[410]    0.0    0.00    0.00     336         std::_List_iterator<pos>::operator!=(std::_List_iterator<pos> const&) const [410]
-----------------------------------------------
                0.00    0.00     302/302         std::_List_iterator<Pattern> std::__find_if<std::_List_iterator<Pattern>, __gnu_cxx::__ops::_Iter_pred<Player::addPattern(Pattern const&)::{lambda(Pattern const&)#1}> >(__gnu_cxx::__ops::_Iter_pred<Player::addPattern(Pattern const&)::{lambda(Pattern const&)#1}>, __gnu_cxx::__ops::_Iter_pred<Player::addPattern(Pattern const&)::{lambda(Pattern const&)#1}>, __gnu_cxx::__ops::_Iter_pred<Player::addPattern(Pattern const&)::{lambda(Pattern const&)#1}>, std::input_iterator_tag) [458]
[411]    0.0    0.00    0.00     302         std::_List_iterator<Pattern>::operator!=(std::_List_iterator<Pattern> const&) const [411]
-----------------------------------------------
                0.00    0.00      72/288         void std::__cxx11::list<pos, std::allocator<pos> >::_M_insert<pos const&>(std::_List_iterator<pos>, pos const&) [214]
                0.00    0.00      72/288         std::_List_node<pos>* std::__cxx11::list<pos, std::allocator<pos> >::_M_create_node<pos const&>(pos const&) [213]
                0.00    0.00      72/288         _ZN9__gnu_cxx13new_allocatorISt10_List_nodeI3posEE9constructIS3_IRKS2_EEEvPT_DpOT0_ [212]
                0.00    0.00      72/288         std::_List_node<pos>::_List_node<pos const&>(pos const&) [463]
[412]    0.0    0.00    0.00     288         pos const& std::forward<pos const&>(std::remove_reference<pos const&>::type&) [412]
-----------------------------------------------
                0.00    0.00     282/282         std::_List_iterator<Pattern> std::__find_if<std::_List_iterator<Pattern>, __gnu_cxx::__ops::_Iter_pred<Player::addPattern(Pattern const&)::{lambda(Pattern const&)#1}> >(__gnu_cxx::__ops::_Iter_pred<Player::addPattern(Pattern const&)::{lambda(Pattern const&)#1}>, __gnu_cxx::__ops::_Iter_pred<Player::addPattern(Pattern const&)::{lambda(Pattern const&)#1}>, __gnu_cxx::__ops::_Iter_pred<Player::addPattern(Pattern const&)::{lambda(Pattern const&)#1}>, std::input_iterator_tag) [458]
[413]    0.0    0.00    0.00     282         bool __gnu_cxx::__ops::_Iter_pred<Player::addPattern(Pattern const&)::{lambda(Pattern const&)#1}>::operator()<std::_List_iterator<Pattern> >(std::_List_iterator<Pattern>) [413]
                0.00    0.00     282/282         std::_List_iterator<Pattern>::operator*() const [414]
                0.00    0.00     282/282         Player::addPattern(Pattern const&)::{lambda(Pattern const&)#1}::operator()(Pattern const&) const [416]
-----------------------------------------------
                0.00    0.00     282/282         bool __gnu_cxx::__ops::_Iter_pred<Player::addPattern(Pattern const&)::{lambda(Pattern const&)#1}>::operator()<std::_List_iterator<Pattern> >(std::_List_iterator<Pattern>) [413]
[414]    0.0    0.00    0.00     282         std::_List_iterator<Pattern>::operator*() const [414]
-----------------------------------------------
                0.00    0.00     282/282         Player::addPattern(Pattern const&)::{lambda(Pattern const&)#1}::operator()(Pattern const&) const [416]
[415]    0.0    0.00    0.00     282         __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [415]
                0.00    0.00     219/219         std::char_traits<char>::compare(char const*, char const*, unsigned long) [420]
-----------------------------------------------
                0.00    0.00     282/282         bool __gnu_cxx::__ops::_Iter_pred<Player::addPattern(Pattern const&)::{lambda(Pattern const&)#1}>::operator()<std::_List_iterator<Pattern> >(std::_List_iterator<Pattern>) [413]
[416]    0.0    0.00    0.00     282         Player::addPattern(Pattern const&)::{lambda(Pattern const&)#1}::operator()(Pattern const&) const [416]
                0.00    0.00     564/1469        Pattern::getPattern[abi:cxx11]() const [352]
