Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     282/282         __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [415]
-----------------------------------------------
                0.00    0.00     252/252         Game::checkEnd(unsigned long long*, bool) [18]
[417]    0.0    0.00    0.00     252         Game::checkBreakableFive(unsigned long long*, int const&, int const&) [417]
-----------------------------------------------
                0.00    0.00      86/238         std::__cxx11::list<freeThree, std::allocator<freeThree> >::begin() [445]
                0.00    0.00     152/238         std::__cxx11::list<freeThree, std::allocator<freeThree> >::end() [427]
[418]    0.0    0.00    0.00     238         std::_List_iterator<freeThree>::_List_iterator(std::__detail::_List_node_base*) [418]
-----------------------------------------------
                0.00    0.00     221/221         std::_List_iterator<Pattern> std::__find_if<std::_List_iterator<Pattern>, __gnu_cxx::__ops::_Iter_pred<Player::addPattern(Pattern const&)::{lambda(Pattern const&)#1}> >(__gnu_cxx::__ops::_Iter_pred<Player::addPattern(Pattern const&)::{lambda(Pattern const&)#1}>, __gnu_cxx::__ops::_Iter_pred<Player::addPattern(Pattern const&)::{lambda(Pattern const&)#1}>, __gnu_cxx::__ops::_Iter_pred<Player::addPattern(Pattern const&)::{lambda(Pattern const&)#1}>, std::input_iterator_tag) [458]
[419]    0.0    0.00    0.00     221         std::_List_iterator<Pattern>::operator++() [419]
-----------------------------------------------
                0.00    0.00     219/219         __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [415]
[420]    0.0    0.00    0.00     219         std::char_traits<char>::compare(char const*, char const*, unsigned long) [420]
-----------------------------------------------
                0.00    0.00     216/216         void std::swap<coords*>(coords*&, coords*&) [467]
[421]    0.0    0.00    0.00     216         std::remove_reference<coords*&>::type&& std::move<coords*&>(coords*&) [421]
-----------------------------------------------
                0.00    0.00     210/210         Game::checkdoubleInList(std::__cxx11::list<freeThree, std::allocator<freeThree> >&) [125]
[422]    0.0    0.00    0.00     210         std::_List_iterator<pos>::operator->() const [422]
                0.00    0.00     210/210         pos* std::__addressof<pos>(pos&) [423]
-----------------------------------------------
                0.00    0.00     210/210         std::_List_iterator<pos>::operator->() const [422]
[423]    0.0    0.00    0.00     210         pos* std::__addressof<pos>(pos&) [423]
-----------------------------------------------
                0.00    0.00      70/191         std::__cxx11::list<freeThree, std::allocator<freeThree> >::swap(std::__cxx11::list<freeThree, std::allocator<freeThree> >&) [485]
                0.00    0.00     121/191         std::__cxx11::_List_base<freeThree, std::allocator<freeThree> >::_M_init() [431]
[424]    0.0    0.00    0.00     191         std::__cxx11::_List_base<freeThree, std::allocator<freeThree> >::_M_set_size(unsigned long) [424]
-----------------------------------------------
                0.00    0.00     174/174         Game::checkdoubleInList(std::__cxx11::list<freeThree, std::allocator<freeThree> >&) [125]
[425]    0.0    0.00    0.00     174         std::__cxx11::list<pos, std::allocator<pos> >::begin() [425]
                0.00    0.00     174/582         std::_List_iterator<pos>::_List_iterator(std::__detail::_List_node_base*) [370]
-----------------------------------------------
                0.00    0.00     162/162         Game::checkdoubleInList(std::__cxx11::list<freeThree, std::allocator<freeThree> >&) [125]
[426]    0.0    0.00    0.00     162         std::_List_iterator<pos>::operator++(int) [426]
-----------------------------------------------
                0.00    0.00      29/152         std::__cxx11::list<freeThree, std::allocator<freeThree> >::push_back(freeThree const&) [219]
                0.00    0.00      43/152         Game::checkdoubleThree(unsigned long long*, int const&, int const&, unsigned long long const&) [121]
                0.00    0.00      80/152         Game::checkdoubleInList(std::__cxx11::list<freeThree, std::allocator<freeThree> >&) [125]
[427]    0.0    0.00    0.00     152         std::__cxx11::list<freeThree, std::allocator<freeThree> >::end() [427]
                0.00    0.00     152/238         std::_List_iterator<freeThree>::_List_iterator(std::__detail::_List_node_base*) [418]
-----------------------------------------------
                0.00    0.00      72/144         std::__cxx11::_List_base<pos, std::allocator<pos> >::_M_clear() [479]
                0.00    0.00      72/144         std::_List_node<pos>* std::__cxx11::list<pos, std::allocator<pos> >::_M_create_node<pos const&>(pos const&) [213]
[428]    0.0    0.00    0.00     144         std::__cxx11::_List_base<pos, std::allocator<pos> >::_M_get_Node_allocator() [428]
-----------------------------------------------
                0.00    0.00      29/128         std::__cxx11::_List_base<freeThree, std::allocator<freeThree> >::_M_clear() [432]
                0.00    0.00      29/128         std::_List_node<freeThree>* std::__cxx11::list<freeThree, std::allocator<freeThree> >::_M_create_node<freeThree const&>(freeThree const&) [217]
                0.00    0.00      70/128         std::__cxx11::list<freeThree, std::allocator<freeThree> >::swap(std::__cxx11::list<freeThree, std::allocator<freeThree> >&) [485]
[429]    0.0    0.00    0.00     128         std::__cxx11::_List_base<freeThree, std::allocator<freeThree> >::_M_get_Node_allocator() [429]
-----------------------------------------------
                0.00    0.00      43/123         Game::checkdoubleThree(unsigned long long*, int const&, int const&, unsigned long long const&) [121]
                0.00    0.00      80/123         Game::checkdoubleInList(std::__cxx11::list<freeThree, std::allocator<freeThree> >&) [125]
[430]    0.0    0.00    0.00     123         std::_List_iterator<freeThree>::operator!=(std::_List_iterator<freeThree> const&) const [430]
-----------------------------------------------
                0.00    0.00      35/121         std::__cxx11::list<freeThree, std::allocator<freeThree> >::clear() [486]
                0.00    0.00      86/121         std::__cxx11::_List_base<freeThree, std::allocator<freeThree> >::_List_base() [443]
[431]    0.0    0.00    0.00     121         std::__cxx11::_List_base<freeThree, std::allocator<freeThree> >::_M_init() [431]
                0.00    0.00     121/191         std::__cxx11::_List_base<freeThree, std::allocator<freeThree> >::_M_set_size(unsigned long) [424]
-----------------------------------------------
                0.00    0.00      35/121         std::__cxx11::list<freeThree, std::allocator<freeThree> >::clear() [486]
                0.00    0.00      86/121         std::__cxx11::_List_base<freeThree, std::allocator<freeThree> >::~_List_base() [444]
[432]    0.0    0.00    0.00     121         std::__cxx11::_List_base<freeThree, std::allocator<freeThree> >::_M_clear() [432]
                0.00    0.00      29/128         std::__cxx11::_List_base<freeThree, std::allocator<freeThree> >::_M_get_Node_allocator() [429]
                0.00    0.00      29/29          void __gnu_cxx::new_allocator<std::_List_node<freeThree> >::destroy<std::_List_node<freeThree> >(std::_List_node<freeThree>*) [493]
                0.00    0.00      29/29          std::__cxx11::_List_base<freeThree, std::allocator<freeThree> >::_M_put_node(std::_List_node<freeThree>*) [499]
-----------------------------------------------
                0.00    0.00      29/116         void std::__cxx11::list<freeThree, std::allocator<freeThree> >::_M_insert<freeThree const&>(std::_List_iterator<freeThree>, freeThree const&) [218]
                0.00    0.00      29/116         std::_List_node<freeThree>* std::__cxx11::list<freeThree, std::allocator<freeThree> >::_M_create_node<freeThree const&>(freeThree const&) [217]
                0.00    0.00      29/116         void __gnu_cxx::new_allocator<std::_List_node<freeThree> >::construct<std::_List_node<freeThree>, freeThree const&>(std::_List_node<freeThree>*, freeThree const&) [216]
                0.00    0.00      29/116         std::_List_node<freeThree>::_List_node<freeThree const&>(freeThree const&) [496]
[433]    0.0    0.00    0.00     116         freeThree const& std::forward<freeThree const&>(std::remove_reference<freeThree const&>::type&) [433]
-----------------------------------------------
                0.00    0.00     109/109         Game::affectBreakable(unsigned long long*, int const&, int const&, Player*, int, SFMLCanvas*) [95]
[434]    0.0    0.00    0.00     109         Player::setBroke(int const&) [434]
-----------------------------------------------
                0.00    0.00      93/93          std::_Niter_base<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > > >(__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >) [436]
[435]    0.0    0.00    0.00      93         std::_Iter_base<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, true>::_S_base(__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >) [435]
                0.00    0.00      93/238329      __gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >::base() const [243]
-----------------------------------------------
                0.00    0.00      93/93          __gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > > std::__copy_move_backward_a2<true, __gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > > >(__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >) [491]
[436]    0.0    0.00    0.00      93         std::_Niter_base<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > > >(__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >) [436]
                0.00    0.00      93/93          std::_Iter_base<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, true>::_S_base(__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >) [435]
-----------------------------------------------
                0.00    0.00      86/86          std::allocator<std::_List_node<freeThree> >::allocator() [439]
[437]    0.0    0.00    0.00      86         __gnu_cxx::new_allocator<std::_List_node<freeThree> >::new_allocator() [437]
-----------------------------------------------
                0.00    0.00      86/86          std::allocator<std::_List_node<freeThree> >::~allocator() [440]
[438]    0.0    0.00    0.00      86         __gnu_cxx::new_allocator<std::_List_node<freeThree> >::~new_allocator() [438]
-----------------------------------------------
                0.00    0.00      86/86          std::__cxx11::_List_base<freeThree, std::allocator<freeThree> >::_List_impl::_List_impl() [441]
[439]    0.0    0.00    0.00      86         std::allocator<std::_List_node<freeThree> >::allocator() [439]
                0.00    0.00      86/86          __gnu_cxx::new_allocator<std::_List_node<freeThree> >::new_allocator() [437]
-----------------------------------------------
                0.00    0.00      86/86          std::__cxx11::_List_base<freeThree, std::allocator<freeThree> >::_List_impl::~_List_impl() [442]
[440]    0.0    0.00    0.00      86         std::allocator<std::_List_node<freeThree> >::~allocator() [440]
                0.00    0.00      86/86          __gnu_cxx::new_allocator<std::_List_node<freeThree> >::~new_allocator() [438]
-----------------------------------------------
                0.00    0.00      86/86          std::__cxx11::_List_base<freeThree, std::allocator<freeThree> >::_List_base() [443]
